city,timestamp,temperature,season
New York,2010-01-01,0.8821424681860308,winter
New York,2010-01-02,4.598384400589029,winter
New York,2010-01-03,4.693643533828544,winter
New York,2010-01-04,-7.8588195314505604,winter
New York,2010-01-05,-0.7250259655607796,winter
New York,2010-01-06,4.127624106207177,winter
New York,2010-01-07,-4.886909674843585,winter
New York,2010-01-08,-4.9113474518379725,winter
New York,2010-01-09,-5.09055267751073,winter
New York,2010-01-10,-1.012022284812351,winter
New York,2010-01-11,-2.096415170240378,winter
New York,2010-01-12,-5.710030582227049,winter
New York,2010-01-13,1.494270519860158,winter
New York,2010-01-14,-5.330183299780727,winter
New York,2010-01-15,-2.138871254359553,winter
New York,2010-01-16,-5.456401811413333,winter
New York,2010-01-17,3.1651355302496835,winter
New York,2010-01-18,4.548411827586831,winter
New York,2010-01-19,3.7946530754126666,winter
New York,2010-01-20,-2.9997227918088503,winter
New York,2010-01-21,5.041726096659126,winter
New York,2010-01-22,0.6951581357910732,winter
New York,2010-01-23,-1.7474456091344635,winter
New York,2010-01-24,12.670944427144107,winter
New York,2010-01-25,3.0439851620810163,winter
New York,2010-01-26,-0.14021514639852087,winter
New York,2010-01-27,-0.4270561121241265,winter
New York,2010-01-28,8.10391484303454,winter
New York,2010-01-29,-6.065257824513665,winter
New York,2010-01-30,-7.314654103702165,winter
New York,2010-01-31,-0.33417081025223094,winter
New York,2010-02-01,-4.095614677700698,winter
New York,2010-02-02,7.89912688841787,winter
New York,2010-02-03,-5.712799961296135,winter
New York,2010-02-04,-2.566595747844589,winter
New York,2010-02-05,10.134463002529497,winter
New York,2010-02-06,0.9648518403711253,winter
New York,2010-02-07,4.843956032771501,winter
New York,2010-02-08,-6.897992125400555,winter
New York,2010-02-09,8.024447802712661,winter
New York,2010-02-10,2.282065792835145,winter
New York,2010-02-11,-3.7941762167175215,winter
New York,2010-02-12,-3.478910560939594,winter
New York,2010-02-13,5.69095163430851,winter
New York,2010-02-14,-3.020851296587565,winter
New York,2010-02-15,-5.59978692914634,winter
New York,2010-02-16,0.5039821839939967,winter
New York,2010-02-17,-8.226719936979213,winter
New York,2010-02-18,-0.37222496620577905,winter
New York,2010-02-19,-6.177137249609038,winter
New York,2010-02-20,-3.2073831762809135,winter
New York,2010-02-21,2.5030417460423497,winter
New York,2010-02-22,-8.306103844379496,winter
New York,2010-02-23,3.2101107081481377,winter
New York,2010-02-24,-4.9325924634152365,winter
New York,2010-02-25,-4.351501614297431,winter
New York,2010-02-26,9.388282605999315,winter
New York,2010-02-27,7.445638545494571,winter
New York,2010-02-28,-5.205329741232687,winter
New York,2010-03-01,12.912831505130512,spring
New York,2010-03-02,6.06814013506709,spring
New York,2010-03-03,8.63695199809836,spring
New York,2010-03-04,16.53635807815116,spring
New York,2010-03-05,11.976691620158915,spring
New York,2010-03-06,10.775994326911475,spring
New York,2010-03-07,10.847925295182641,spring
New York,2010-03-08,11.644311248252986,spring
New York,2010-03-09,20.620921599768558,spring
New York,2010-03-10,2.432380774290392,spring
New York,2010-03-11,5.369827572336721,spring
New York,2010-03-12,10.44214745809624,spring
New York,2010-03-13,11.324944273139444,spring
New York,2010-03-14,12.775623278807393,spring
New York,2010-03-15,4.631136032387772,spring
New York,2010-03-16,10.598316046897056,spring
New York,2010-03-17,6.181010873002455,spring
New York,2010-03-18,14.664420964790533,spring
New York,2010-03-19,6.8823424490422465,spring
New York,2010-03-20,17.1433974399136,spring
New York,2010-03-21,4.7090704071327485,spring
New York,2010-03-22,4.001628338845517,spring
New York,2010-03-23,16.065619691545827,spring
New York,2010-03-24,3.100163979796693,spring
New York,2010-03-25,7.969968470821173,spring
New York,2010-03-26,13.639618442031582,spring
New York,2010-03-27,9.57215869601128,spring
New York,2010-03-28,3.6080765223837723,spring
New York,2010-03-29,6.064371056309639,spring
New York,2010-03-30,14.372930587055889,spring
New York,2010-03-31,11.926563147393383,spring
New York,2010-04-01,13.283234586056192,spring
New York,2010-04-02,12.919133708880732,spring
New York,2010-04-03,3.7004156914017914,spring
New York,2010-04-04,4.465019285096735,spring
New York,2010-04-05,10.823405618919413,spring
New York,2010-04-06,15.547401981781755,spring
New York,2010-04-07,6.095043611586495,spring
New York,2010-04-08,10.965449193309242,spring
New York,2010-04-09,9.25825991396233,spring
New York,2010-04-10,11.475432190678593,spring
New York,2010-04-11,13.79280233402493,spring
New York,2010-04-12,11.98550638568155,spring
New York,2010-04-13,12.066007172753618,spring
New York,2010-04-14,15.189333084331409,spring
New York,2010-04-15,10.712330573311947,spring
New York,2010-04-16,20.379308471435838,spring
New York,2010-04-17,8.121122244935684,spring
New York,2010-04-18,11.034614513358193,spring
New York,2010-04-19,10.624031135082348,spring
New York,2010-04-20,11.718119541478183,spring
New York,2010-04-21,15.22152019974551,spring
New York,2010-04-22,-0.3375806642886623,spring
New York,2010-04-23,9.984571946410112,spring
New York,2010-04-24,11.498637698602877,spring
New York,2010-04-25,5.04101462344066,spring
New York,2010-04-26,17.35364002285801,spring
New York,2010-04-27,7.396932926647603,spring
New York,2010-04-28,14.834804649652224,spring
New York,2010-04-29,0.21072528708180016,spring
New York,2010-04-30,3.6965939923362923,spring
New York,2010-05-01,9.31941960873895,spring
New York,2010-05-02,19.712050273458573,spring
New York,2010-05-03,8.60781455667123,spring
New York,2010-05-04,8.814708595711437,spring
New York,2010-05-05,10.82072268717996,spring
New York,2010-05-06,5.112593214307063,spring
New York,2010-05-07,19.27952872812377,spring
New York,2010-05-08,10.006720218515689,spring
New York,2010-05-09,3.5587364022625145,spring
New York,2010-05-10,11.632603886723723,spring
New York,2010-05-11,18.24884079385871,spring
New York,2010-05-12,17.823743117131997,spring
New York,2010-05-13,7.365415876179577,spring
New York,2010-05-14,9.72194087065802,spring
New York,2010-05-15,14.44507079726265,spring
New York,2010-05-16,9.941811506448554,spring
New York,2010-05-17,14.553037675896885,spring
New York,2010-05-18,15.12867767419059,spring
New York,2010-05-19,18.965113922513467,spring
New York,2010-05-20,3.6002770660528256,spring
New York,2010-05-21,3.3503686777727317,spring
New York,2010-05-22,10.017060943661866,spring
New York,2010-05-23,16.12703578846601,spring
New York,2010-05-24,7.524886902866218,spring
New York,2010-05-25,8.956898105841306,spring
New York,2010-05-26,9.66230501994421,spring
New York,2010-05-27,14.017179083533179,spring
New York,2010-05-28,6.033430632751526,spring
New York,2010-05-29,15.222525312745272,spring
New York,2010-05-30,9.391004017512422,spring
New York,2010-05-31,2.9136488568942838,spring
New York,2010-06-01,21.605390342150038,summer
New York,2010-06-02,17.174767575886136,summer
New York,2010-06-03,23.621205457184203,summer
New York,2010-06-04,30.03123791824855,summer
New York,2010-06-05,16.724465621513296,summer
New York,2010-06-06,25.777931182623966,summer
New York,2010-06-07,24.619922361874774,summer
New York,2010-06-08,30.44964139238948,summer
New York,2010-06-09,26.735565461701864,summer
New York,2010-06-10,20.857580917189757,summer
New York,2010-06-11,29.60269308904068,summer
New York,2010-06-12,32.0150915670563,summer
New York,2010-06-13,20.9545490706787,summer
New York,2010-06-14,22.446285426607417,summer
New York,2010-06-15,28.949918529012415,summer
New York,2010-06-16,19.673160375746093,summer
New York,2010-06-17,26.027453544692577,summer
New York,2010-06-18,34.01213190984659,summer
New York,2010-06-19,14.29390285779884,summer
New York,2010-06-20,25.839638590803617,summer
New York,2010-06-21,19.858177994254895,summer
New York,2010-06-22,21.107862768119073,summer
New York,2010-06-23,18.141605598563743,summer
New York,2010-06-24,24.470355200160036,summer
New York,2010-06-25,22.558686496074788,summer
New York,2010-06-26,20.50291927389329,summer
New York,2010-06-27,29.876522991595195,summer
New York,2010-06-28,24.078734678246107,summer
New York,2010-06-29,29.484962737334108,summer
New York,2010-06-30,26.20574571912504,summer
New York,2010-07-01,26.290607680957475,summer
New York,2010-07-02,25.76658105410537,summer
New York,2010-07-03,21.23424002062685,summer
New York,2010-07-04,26.06472588208638,summer
New York,2010-07-05,24.541125724241695,summer
New York,2010-07-06,34.41772837478228,summer
New York,2010-07-07,24.59181016419911,summer
New York,2010-07-08,24.55758956956565,summer
New York,2010-07-09,33.66288502644675,summer
New York,2010-07-10,24.469952971405235,summer
New York,2010-07-11,33.149598102613524,summer
New York,2010-07-12,22.362081349862976,summer
New York,2010-07-13,25.050122163291523,summer
New York,2010-07-14,24.189417830531724,summer
New York,2010-07-15,31.337822028451605,summer
New York,2010-07-16,27.926429954530132,summer
New York,2010-07-17,25.889122536914822,summer
New York,2010-07-18,35.13421416345367,summer
New York,2010-07-19,17.63564780112321,summer
New York,2010-07-20,21.773621948602297,summer
New York,2010-07-21,25.633570906958795,summer
New York,2010-07-22,17.690718423909722,summer
New York,2010-07-23,16.612523683285453,summer
New York,2010-07-24,19.45954130350615,summer
New York,2010-07-25,32.440655683968885,summer
New York,2010-07-26,25.854614466374784,summer
New York,2010-07-27,22.004010244702418,summer
New York,2010-07-28,27.288107864851753,summer
New York,2010-07-29,18.54322619560601,summer
New York,2010-07-30,23.960039891127067,summer
New York,2010-07-31,19.271223585374948,summer
New York,2010-08-01,27.757000961309977,summer
New York,2010-08-02,32.75842268379694,summer
New York,2010-08-03,24.92007691188339,summer
New York,2010-08-04,23.739379045407365,summer
New York,2010-08-05,20.783934570944854,summer
New York,2010-08-06,26.141916979996267,summer
New York,2010-08-07,24.94997662526921,summer
New York,2010-08-08,14.229291559686295,summer
New York,2010-08-09,28.326201020898512,summer
New York,2010-08-10,15.265079893954837,summer
New York,2010-08-11,31.341229106098723,summer
New York,2010-08-12,22.65605454301936,summer
New York,2010-08-13,35.64546533651141,summer
New York,2010-08-14,22.569996190759387,summer
New York,2010-08-15,32.04376684232599,summer
New York,2010-08-16,26.418969587540257,summer
New York,2010-08-17,18.18346633019241,summer
New York,2010-08-18,20.044893412518785,summer
New York,2010-08-19,24.117476414782047,summer
New York,2010-08-20,16.517911792797374,summer
New York,2010-08-21,24.94082448660203,summer
New York,2010-08-22,29.83211401334106,summer
New York,2010-08-23,28.201290660850937,summer
New York,2010-08-24,26.88881594945903,summer
New York,2010-08-25,19.67859092327859,summer
New York,2010-08-26,14.627559193681387,summer
New York,2010-08-27,25.62185022285583,summer
New York,2010-08-28,20.906055693248824,summer
New York,2010-08-29,26.045309395982656,summer
New York,2010-08-30,35.84555572106645,summer
New York,2010-08-31,30.604466603504136,summer
New York,2010-09-01,18.535032357501773,autumn
New York,2010-09-02,18.694480474479164,autumn
New York,2010-09-03,17.387847313794413,autumn
New York,2010-09-04,9.400692543829066,autumn
New York,2010-09-05,25.44589319149774,autumn
New York,2010-09-06,27.362540208285537,autumn
New York,2010-09-07,13.066210459803692,autumn
New York,2010-09-08,12.222265738763376,autumn
New York,2010-09-09,3.846415291589235,autumn
New York,2010-09-10,11.34825928044722,autumn
New York,2010-09-11,12.168091975815372,autumn
New York,2010-09-12,22.62987062722114,autumn
New York,2010-09-13,20.909915617591746,autumn
New York,2010-09-14,15.291652181822528,autumn
New York,2010-09-15,17.490445517107716,autumn
New York,2010-09-16,8.927097184237324,autumn
New York,2010-09-17,18.102798828609167,autumn
New York,2010-09-18,20.548144561424692,autumn
New York,2010-09-19,22.223824605159166,autumn
New York,2010-09-20,6.8071638457061105,autumn
New York,2010-09-21,13.99130513516415,autumn
New York,2010-09-22,9.687493658947565,autumn
New York,2010-09-23,6.846712983323535,autumn
New York,2010-09-24,12.119903219127746,autumn
New York,2010-09-25,11.526537786268387,autumn
New York,2010-09-26,15.068946435691528,autumn
New York,2010-09-27,13.200533096087884,autumn
New York,2010-09-28,14.628728904209543,autumn
New York,2010-09-29,20.912106797426468,autumn
New York,2010-09-30,21.354410627248306,autumn
New York,2010-10-01,15.358665015968578,autumn
New York,2010-10-02,12.488938442522054,autumn
New York,2010-10-03,8.248159756211248,autumn
New York,2010-10-04,14.458429683536547,autumn
New York,2010-10-05,12.618579512144379,autumn
New York,2010-10-06,17.852698180959205,autumn
New York,2010-10-07,19.429721845221042,autumn
New York,2010-10-08,10.703023541535817,autumn
New York,2010-10-09,10.530484484226157,autumn
New York,2010-10-10,10.204452506197129,autumn
New York,2010-10-11,15.17947388254313,autumn
New York,2010-10-12,17.191565646753215,autumn
New York,2010-10-13,19.162392427133323,autumn
New York,2010-10-14,3.438464868145701,autumn
New York,2010-10-15,8.393914350515388,autumn
New York,2010-10-16,8.340952467944339,autumn
New York,2010-10-17,17.33190740129981,autumn
New York,2010-10-18,19.897522242122374,autumn
New York,2010-10-19,9.04188232711375,autumn
New York,2010-10-20,20.54809834729434,autumn
New York,2010-10-21,20.960199518765442,autumn
New York,2010-10-22,17.96995145636656,autumn
